pollster,sponsor,start.date,end.date,condition,variable,response,population,N
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,vote2024,OTHER,A,7
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_harris,favourable,A,192
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_harris,unfavourable,A,150
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_harris,no opinion,A,14
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_trump,favourable,A,150
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_trump,unfavourable,A,203
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_trump,no opinion,A,4
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_jdvance,favourable,A,93
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_jdvance,unfavourable,A,143
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_jdvance,no opinion,A,117
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_walz,favourable,A,136
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_walz,unfavourable,A,100
Deltapoll,The National,2024-10-17,2024-10-24,age_18.24,fav_walz,no opinion,A,121
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,vote2024,R,A,455
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,vote2024,D,A,536
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,vote2024,OTHER,A,20
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_harris,favourable,A,566
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_harris,unfavourable,A,435
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_harris,no opinion,A,20
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_trump,favourable,A,455
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_trump,unfavourable,A,536
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_trump,no opinion,A,10
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_jdvance,favourable,A,384
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_jdvance,unfavourable,A,435
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_jdvance,no opinion,A,192
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_walz,favourable,A,435
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_walz,unfavourable,A,334
Deltapoll,The National,2024-10-17,2024-10-24,age_35.54,fav_walz,no opinion,A,233
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,vote2024,R,A,227
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,vote2024,D,A,236
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,vote2024,OTHER,A,5
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_harris,favourable,A,240
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_harris,unfavourable,A,222
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_harris,no opinion,A,5
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_trump,favourable,A,200
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_trump,unfavourable,A,264
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_trump,no opinion,A,5
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_jdvance,favourable,A,195
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_jdvance,unfavourable,A,217
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_jdvance,no opinion,A,46
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_walz,favourable,A,213
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_walz,unfavourable,A,204
Deltapoll,The National,2024-10-17,2024-10-24,age_55.64,fav_walz,no opinion,A,46
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,vote2024,R,A,378
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,vote2024,D,A,302
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,vote2024,OTHER,A,7
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_harris,favourable,A,289
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_harris,unfavourable,A,391
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_harris,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_trump,favourable,A,350
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_trump,unfavourable,A,329
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_trump,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_jdvance,favourable,A,364
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_jdvance,unfavourable,A,288
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_jdvance,no opinion,A,34
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_walz,favourable,A,268
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_walz,unfavourable,A,364
Deltapoll,The National,2024-10-17,2024-10-24,age_over.64,fav_walz,no opinion,A,55
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,vote2024,R,A,241
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,vote2024,D,A,289
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,vote2024,OTHER,A,5
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_harris,favourable,A,294
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_harris,unfavourable,A,220
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_harris,no opinion,A,16
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_trump,favourable,A,230
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_trump,unfavourable,A,305
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_trump,no opinion,A,5
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_jdvance,favourable,A,192
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_jdvance,unfavourable,A,257
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_jdvance,no opinion,A,86
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_walz,favourable,A,251
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_walz,unfavourable,A,187
Deltapoll,The National,2024-10-17,2024-10-24,region_northeast,fav_walz,no opinion,A,96
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,vote2024,R,A,330
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,vote2024,D,A,311
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,vote2024,OTHER,A,6
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_harris,favourable,A,324
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_harris,unfavourable,A,330
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_harris,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_trump,favourable,A,318
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_trump,unfavourable,A,324
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_trump,no opinion,A,6
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_jdvance,favourable,A,285
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_jdvance,unfavourable,A,298
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_jdvance,no opinion,A,58
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_walz,favourable,A,259
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_walz,unfavourable,A,298
Deltapoll,The National,2024-10-17,2024-10-24,region_midwest,fav_walz,no opinion,A,91
Deltapoll,The National,2024-10-17,2024-10-24,region_south,vote2024,R,A,372
Deltapoll,The National,2024-10-17,2024-10-24,region_south,vote2024,D,A,336
Deltapoll,The National,2024-10-17,2024-10-24,region_south,vote2024,OTHER,A,14
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_harris,favourable,A,350
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_harris,unfavourable,A,350
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_harris,no opinion,A,14
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_trump,favourable,A,350
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_trump,unfavourable,A,358
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_trump,no opinion,A,7
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_jdvance,favourable,A,293
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_jdvance,unfavourable,A,286
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_jdvance,no opinion,A,129
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_walz,favourable,A,293
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_walz,unfavourable,A,272
Deltapoll,The National,2024-10-17,2024-10-24,region_south,fav_walz,no opinion,A,150
Deltapoll,The National,2024-10-17,2024-10-24,region_west,vote2024,R,A,503
Deltapoll,The National,2024-10-17,2024-10-24,region_west,vote2024,D,A,629
Deltapoll,The National,2024-10-17,2024-10-24,region_west,vote2024,OTHER,A,11
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_harris,favourable,A,629
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_harris,unfavourable,A,503
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_harris,no opinion,A,11
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_trump,favourable,A,515
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_trump,unfavourable,A,617
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_trump,no opinion,A,11
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_jdvance,favourable,A,412
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_jdvance,unfavourable,A,503
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_jdvance,no opinion,A,229
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_walz,favourable,A,457
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_walz,unfavourable,A,434
Deltapoll,The National,2024-10-17,2024-10-24,region_west,fav_walz,no opinion,A,240
Deltapoll,The National,2024-10-17,2024-10-24,race_white,vote2024,R,A,992
Deltapoll,The National,2024-10-17,2024-10-24,race_white,vote2024,D,A,793
Deltapoll,The National,2024-10-17,2024-10-24,race_white,vote2024,OTHER,A,18
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_harris,favourable,A,793
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_harris,unfavourable,A,973
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_harris,no opinion,A,18
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_trump,favourable,A,937
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_trump,unfavourable,A,847
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_trump,no opinion,A,18
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_jdvance,favourable,A,848
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_jdvance,unfavourable,A,721
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_jdvance,no opinion,A,216
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_walz,favourable,A,685
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_walz,unfavourable,A,847
Deltapoll,The National,2024-10-17,2024-10-24,race_white,fav_walz,no opinion,A,288
Deltapoll,The National,2024-10-17,2024-10-24,race_black,vote2024,R,A,61
Deltapoll,The National,2024-10-17,2024-10-24,race_black,vote2024,D,A,314
Deltapoll,The National,2024-10-17,2024-10-24,race_black,vote2024,OTHER,A,8
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_harris,favourable,A,303
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_harris,unfavourable,A,72
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_harris,no opinion,A,4
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_trump,favourable,A,96
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_trump,unfavourable,A,280
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_trump,no opinion,A,8
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_jdvance,favourable,A,68
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_jdvance,unfavourable,A,215
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_jdvance,no opinion,A,100
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_walz,favourable,A,191
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_walz,unfavourable,A,100
Deltapoll,The National,2024-10-17,2024-10-24,race_black,fav_walz,no opinion,A,96
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,vote2024,R,A,264
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,vote2024,D,A,310
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,vote2024,OTHER,A,0
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_harris,favourable,A,304
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_harris,unfavourable,A,253
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_harris,no opinion,A,17
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_trump,favourable,A,247
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_trump,unfavourable,A,322
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_trump,no opinion,A,6
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_jdvance,favourable,A,196
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_jdvance,unfavourable,A,253
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_jdvance,no opinion,A,121
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_walz,favourable,A,264
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_walz,unfavourable,A,173
Deltapoll,The National,2024-10-17,2024-10-24,race_hispanic,fav_walz,no opinion,A,138
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,vote2024,R,A,280
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,vote2024,D,A,431
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,vote2024,OTHER,A,7
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_harris,favourable,A,417
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_harris,unfavourable,A,287
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_harris,no opinion,A,22
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_trump,favourable,A,301
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_trump,unfavourable,A,409
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_trump,no opinion,A,7
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_jdvance,favourable,A,230
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_jdvance,unfavourable,A,295
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_jdvance,no opinion,A,201
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_walz,favourable,A,272
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_walz,unfavourable,A,237
Deltapoll,The National,2024-10-17,2024-10-24,income_under.25k,fav_walz,no opinion,A,208
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,vote2024,R,A,404
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,vote2024,D,A,381
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,vote2024,OTHER,A,8
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_harris,favourable,A,412
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_harris,unfavourable,A,365
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_harris,no opinion,A,16
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_trump,favourable,A,373
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_trump,unfavourable,A,405
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_trump,no opinion,A,8
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_jdvance,favourable,A,333
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_jdvance,unfavourable,A,341
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_jdvance,no opinion,A,127
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_walz,favourable,A,325
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_walz,unfavourable,A,325
Deltapoll,The National,2024-10-17,2024-10-24,income_between.25k.50k,fav_walz,no opinion,A,143
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,vote2024,R,A,346
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,vote2024,D,A,307
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,vote2024,OTHER,A,7
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_harris,favourable,A,293
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_harris,unfavourable,A,346
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_harris,no opinion,A,7
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_trump,favourable,A,313
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_trump,unfavourable,A,340
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_trump,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_jdvance,favourable,A,254
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_jdvance,unfavourable,A,300
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_jdvance,no opinion,A,98
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_walz,favourable,A,262
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_walz,unfavourable,A,281
Deltapoll,The National,2024-10-17,2024-10-24,income_between.50k.75k,fav_walz,no opinion,A,118
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,vote2024,R,A,182
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,vote2024,D,A,171
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,vote2024,OTHER,A,4
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_harris,favourable,A,186
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_harris,unfavourable,A,168
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_harris,no opinion,A,4
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_trump,favourable,A,179
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_trump,unfavourable,A,179
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_trump,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_jdvance,favourable,A,150
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_jdvance,unfavourable,A,178
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_jdvance,no opinion,A,29
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_walz,favourable,A,179
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_walz,unfavourable,A,139
Deltapoll,The National,2024-10-17,2024-10-24,income_between.75k.100k,fav_walz,no opinion,A,43
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,vote2024,R,A,203
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,vote2024,D,A,249
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,vote2024,OTHER,A,9
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_harris,favourable,A,253
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_harris,unfavourable,A,203
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_harris,no opinion,A,5
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_trump,favourable,A,198
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_trump,unfavourable,A,258
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_trump,no opinion,A,0
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_jdvance,favourable,A,203
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_jdvance,unfavourable,A,208
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_jdvance,no opinion,A,46
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_walz,favourable,A,226
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_walz,unfavourable,A,179
Deltapoll,The National,2024-10-17,2024-10-24,income_over.100k,fav_walz,no opinion,A,55
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_male,vote2024,D,LV,180
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_male,vote2024,R,LV,256
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_male,vote2024,G,LV,4
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_male,vote2024,W,LV,7
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_male,vote2024,L,LV,5
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_female,vote2024,D,LV,270
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_female,vote2024,R,LV,182
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_female,vote2024,G,LV,4
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_female,vote2024,W,LV,3
Suffolk University,USA Today,2024-10-14,2024-10-18,gender_female,vote2024,L,LV,3
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_dem,vote2024,D,LV,328
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_dem,vote2024,R,LV,9
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_dem,vote2024,G,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_dem,vote2024,W,LV,0
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_dem,vote2024,L,LV,0
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_rep,vote2024,D,LV,7
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_rep,vote2024,R,LV,318
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_rep,vote2024,G,LV,0
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_rep,vote2024,W,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_rep,vote2024,L,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_ind,vote2024,D,LV,116
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_ind,vote2024,R,LV,113
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_ind,vote2024,G,LV,7
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_ind,vote2024,W,LV,9
Suffolk University,USA Today,2024-10-14,2024-10-18,party.id_ind,vote2024,L,LV,7
Suffolk University,USA Today,2024-10-14,2024-10-18,age_18.34,vote2024,D,LV,107
Suffolk University,USA Today,2024-10-14,2024-10-18,age_18.34,vote2024,R,LV,94
Suffolk University,USA Today,2024-10-14,2024-10-18,age_18.34,vote2024,G,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,age_18.34,vote2024,W,LV,5
Suffolk University,USA Today,2024-10-14,2024-10-18,age_18.34,vote2024,L,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,age_35.49,vote2024,D,LV,110
Suffolk University,USA Today,2024-10-14,2024-10-18,age_35.49,vote2024,R,LV,97
Suffolk University,USA Today,2024-10-14,2024-10-18,age_35.49,vote2024,G,LV,4
Suffolk University,USA Today,2024-10-14,2024-10-18,age_35.49,vote2024,W,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,age_35.49,vote2024,L,LV,3
Suffolk University,USA Today,2024-10-14,2024-10-18,age_50.64,vote2024,D,LV,114
Suffolk University,USA Today,2024-10-14,2024-10-18,age_50.64,vote2024,R,LV,133
Suffolk University,USA Today,2024-10-14,2024-10-18,age_50.64,vote2024,G,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,age_50.64,vote2024,W,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,age_50.64,vote2024,L,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,age_over.64,vote2024,D,LV,122
Suffolk University,USA Today,2024-10-14,2024-10-18,age_over.64,vote2024,R,LV,117
Suffolk University,USA Today,2024-10-14,2024-10-18,age_over.64,vote2024,G,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,age_over.64,vote2024,W,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,age_over.64,vote2024,L,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,race_white,vote2024,D,LV,285
Suffolk University,USA Today,2024-10-14,2024-10-18,race_white,vote2024,R,LV,327
Suffolk University,USA Today,2024-10-14,2024-10-18,race_white,vote2024,G,LV,3
Suffolk University,USA Today,2024-10-14,2024-10-18,race_white,vote2024,W,LV,6
Suffolk University,USA Today,2024-10-14,2024-10-18,race_white,vote2024,L,LV,5
Suffolk University,USA Today,2024-10-14,2024-10-18,race_black,vote2024,D,LV,87
Suffolk University,USA Today,2024-10-14,2024-10-18,race_black,vote2024,R,LV,20
Suffolk University,USA Today,2024-10-14,2024-10-18,race_black,vote2024,G,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,race_black,vote2024,W,LV,3
Suffolk University,USA Today,2024-10-14,2024-10-18,race_black,vote2024,L,LV,0
Suffolk University,USA Today,2024-10-14,2024-10-18,race_hispanic,vote2024,D,LV,45
Suffolk University,USA Today,2024-10-14,2024-10-18,race_hispanic,vote2024,R,LV,57
Suffolk University,USA Today,2024-10-14,2024-10-18,race_hispanic,vote2024,G,LV,2
Suffolk University,USA Today,2024-10-14,2024-10-18,race_hispanic,vote2024,W,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,race_hispanic,vote2024,L,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_very,vote2024,D,LV,446
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_very,vote2024,R,LV,433
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_very,vote2024,G,LV,8
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_very,vote2024,W,LV,9
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_very,vote2024,L,LV,8
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_smwt,vote2024,D,LV,7
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_smwt,vote2024,R,LV,11
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_smwt,vote2024,G,LV,0
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_smwt,vote2024,W,LV,1
Suffolk University,USA Today,2024-10-14,2024-10-18,likely.vote_smwt,vote2024,L,LV,0
HarrisX,Desert News,2024-10-09,2024-10-11,party.id_rep,vote2024,R,RV,664
HarrisX,Desert News,2024-10-09,2024-10-11,party.id_rep,vote2024,D,RV,45
